# automake-rs BATTLE-TEST CORPUS -- 1000 popular GitHub projects on which the original GNU
# automake 1.18.1 successfully GENERATES the Makefile.in (autoreconf/automake -> Makefile.in).
# This is the differential basis for automake-rs: reproduce this generation. Validated in a
# dependency-provisioned Ubuntu VM (bootstrap via ./autogen.sh/./bootstrap/autoreconf, automake
# 1.18.1 & 1.16.5). Star-ranked from a 5070-repo candidate pool. 2026-06-25.
# Of these, 191 also full-make to completion (see automake-validated-build.tsv); deps in
# automake-corpus-deps.txt. Columns: repo<TAB>stars<TAB>sizeKB<TAB>primaryLanguage
FreeRADIUS/freeradius-client	157	1534	Shell
elima/FileTea	157	1414	C
grisbi/grisbi	156	137791	C
efficient/memc3	156	615	C
circulosmeos/gztool	154	1764	C
4ZM/mfterm	154	173	C
evergreen-library-system/Evergreen	152	348083	PLpgSQL
clsync/clsync	151	2855	C
catharsis/spotifile	151	279	C
flowgrind/flowgrind	150	6593	C
apereo/mod_auth_cas	150	1775	Shell
freebsd/atf	147	13174	C
alexanderchuranov/Metaresc	142	3293	C
hamidreza-s/NanoChat	141	2630	C
cgwalters/git-evtag	141	150	C
bloq/cpptrade	139	376	C++
gpudirect/libgdsync	138	540	C++
haussli/rancid	136	5374	Makefile
ajhc/ajhc	136	15640	Haskell
doug65536/dgos	134	10783	C++
HeapStats/heapstats	132	2008	C++
gpg/gpgme	132	12016	C
fredrikwidlund/libreactorng	132	198	C
grrrr/flext	131	2981	C++
cederom/LibSWD	130	4426	C
bonzini/smalltalk	130	11524	Smalltalk
ConsoleKit2/ConsoleKit2	126	2320	C
afedchin/xbmc-addon-iptvsimple	122	2825	C
gentoo/cpuid2cpuflags	121	123	C
ClusterLabs/fence-agents	121	14098	Python
BroadbandForum/obuspa	120	3919	C
aconchillo/guile-json	119	339	Scheme
CRG-Barcelona/bwtool	118	1972	C
andre-martins/TurboParser	116	20957	C++
cmu-sei/BigGrep	115	832	C++
fontforge/libspiro	112	1026	C
dun/conman	112	1988	C
dreamcat4/php-fpm	112	1028	Shell
benmwebb/dopewars	112	3751	C
cminyard/gensio	111	10344	C
apertium/apertium	111	2048	C++
DE-IBH/apt-dater	109	2800	C
DreamSourceLab/DSLogic-fw	107	213	C
dyninc/OpenBFDD	105	459	C++
dajobe/librdf	105	14454	C
claesenm/EnsembleSVM	104	1844	C++
bjango/istatserverlinux	104	132	C++
hpc/xpmem	102	483	C
gssapi/mod_auth_gssapi	101	589	C
GNOME/gnumeric	99	256428	C
fredrikwidlund/libdynamic	99	317	C
armenb/sharktools	97	365	C
egallesio/STklos	96	81126	C
bmanojlovic/log4c	96	682	C
giannitedesco/ccid-utils	95	387	C
cmbi/hssp	95	3464	C++
djn3m0/debit	93	1068	C
CumulusNetworks/ptm	90	696	C
benlemasurier/stormfs	90	1694	C
adobe-research/libkafka	90	952	C++
cowsql/raft	89	4550	C
cforall/cforall	87	12181	C++
agronick/Relay	87	731	Vala
GArik/bash-completion	85	7572	Shell
farsightsec/mtbl	85	987	C
fordmason/cronolog	84	508	C
gpudirect/libibverbs	83	1079	C++
hholzgra/connector-c-examples	82	534	C
Cacti/spine	82	1812	C
HSU-ANT/gstpeaq	81	519	C
GNOME/easytag	81	18533	C
ForgotFun/wifidog	81	645	C
blueness/sthttpd	81	194	C
barak/djvulibre	81	10216	C++
graydon/monotone	80	564868	C
drmingdrmer/lrc-erasure-code	80	1112	C
evilpan/TurnServer	79	762	C
df7cb/sdate	79	539	C
cryptozeny/cpuminer-opt-sugarchain	79	36649	C
aurelihein/exosip	79	2636	C
AnthonyDeroche/mod_authnz_jwt	79	170	C
cpptest/cpptest	78	364	C++
BirolLab/ntCard	78	1301	C++
BirolLab/biobloom	78	3220	C++
hfiguiere/libopenraw	77	4112	Rust
chenbd/miracle	77	336	C
gavioto/fastdb	76	53796	C++
ceph/gf-complete	76	2829	C
EasyRPG/Tools	75	867	C++
adulau/dcfldd	75	202	C
cmcqueen/aes-min	74	697	C
holzschu/lib-tex	73	104199	C
cr-marcstevens/m4gb	73	520	C++
darshan-hpc/darshan	72	21727	C
adapteva/epiphany-libs	72	2501	C++
hgst/libnvme	71	247	C
greyltc/android_external_sshfs	71	91	C
gingi/fastbit	71	23261	C++
graygnuorg/pound	70	4087	C
esrille/escudo	70	12089	C++
bytedance/ovs-dpdk	70	74548	C
bat/bat	70	2959	C++
adiknoth/netatalk-debian	70	7921	C
andrewshadura/tnat64	69	207	C
flightaware/tclreadline	68	1047	Shell
autotools-mirror/autoconf	68	16179	M4
davexunit/guile-2d	67	2287	Scheme
fries/android-external-openvpn	66	1400	C
Distrotech/minicom	66	818	C
chimari/MaCoPiX	66	6490	C
chaos/slurm	66	89450	C
chaoskagami/corbenik	66	1096	C
cdobrich/btnx	65	161	C
golems/ach	64	2355	C
GNOME/dasher	64	75223	C
detomastah/adwc	64	1080	C
cslarsen/mickey-scheme	64	1207	C++
eriknyquist/librxvm	63	1653	C
barak/oaklisp	63	8731	C
anatol/google-coredumper	63	499	Shell
idiap/juicer	62	633	C++
hroptatyr/yuck	62	791	C
dmalhotra/pvfmm	62	3305	C++
cisco/open-nFAPI	62	522	C
ayyi/samplecat	62	3883	C
anewhuahua/bilitw	62	1240	C
arkadijs/asterisk-g72x	60	1392	C
firnsy/yubipam	59	569	C
dbcode/protobuf-nginx	59	279	C++
arthurdejong/nss-pam-ldapd	59	10490	C
gyoto/Gyoto	58	10690	C
ewxrjk/sftpserver	58	2378	C
cmand/yarrp	58	143	C++
avrdudes/avarice	58	1389	C++
fripon/freeture	57	64753	C++
dmtx/dmtx-utils	57	2830	C
fumiyas/wcwidth-cjk	56	32	C
baszoetekouw/pinfo	56	1477	C
alsaplayer/alsaplayer	56	4407	C
CyberNinjas/pam_aad	55	4004	C
cybergarage/usql	55	4548	C++
bestouff/genext2fs	55	607	C
grondo/edac-utils	54	420	Shell
cluslab/metastack	54	14946	C
geodynamics/citcoms	52	68819	C
cherojeong/extundelete	52	131	C++
hb9xar/siproxd	51	1308	C
cmbi/dssp	51	134	C++
ganehag/open-modbusgateway	50	412	C
ewxrjk/with-readline	50	85	C
hhirsch/abook	49	1225	C
heltilda/cicada	49	5760	C
Gotos/CuteCapture	49	157	C++
dyne/FreeJ	49	26867	C
colaghost/coroutine_event	49	688	Shell
chaos/powerman	49	3757	C
horms/ovs	48	81839	C
haproxytech/spoa-mirror	48	499	C
grinsfem/grins	48	372064	C++
GNOME/alacarte	48	1511	Python
coin3d/quarter	48	2611	C++
gcp/sjeng	47	629	C
EvolBioInf/andi	47	7659	C
hunspell/mythes	46	4952	C++
abrt/faf	46	9051	Python
golems/amino	45	3817	C
divVerent/s2tc	45	1507	C++
dex4er/nss-docker	45	448	C
DE-IBH/imvirt	45	2617	Perl
dancor/wmctrl	45	163	C
GNUnet-Mirror/GNUnet	44	102229	C
gentoo/portage-utils	44	8976	Makefile
dora38/sshpass	44	58	C
coin-or/Rehearse	44	471	M4
fasrc/slurm_showq	43	771	C++
detomon/BlipKit	43	1329	C
compiz-reloaded/emerald	43	1593	C
astromatic/psfex	43	6111	C
hackerschoice/gsocket-relay	42	149	C
gabrielfalcao/go-horse	42	16	C
essej/freqtweak	42	640	C++
coolwanglu/scanmem_	42	1249	C
gkobeaga/op-solver	41	274	C
epruesse/SINA	41	1426	C++
CICM/HoaLibrary-PD	41	1695	Pure Data
cbg-ethz/shorah	41	7039	C++
argonne-lcf/THAPI	41	6570	C
elmar/ldap-git-backup	40	129	Perl
benchmark-subsetting/cere	40	19464	C
ArchimedesCAD/libredwg	40	1344	C
ibm-power-utilities/powerpc-utils	39	1409	C
h4mu/rott94	39	30865	C
gerstner-hub/xwmfs	39	764	C++
coin-or-tools/ThirdParty-HSL	39	3240	Shell
atinm/poker-eval	39	9652	C
goatattack/goatattack	38	154502	C++
GNUFreetalk/freetalk	38	678	C
fontforge/libuninameslist	38	5461	C
boundary/libdnet	38	528	C
firoorg/cpuminer	37	29829	C
Chronic-Dev/libgcrypt	37	2972	C
archiecobbs/mtree-port	37	104	C
gobolinux/GoboNet	36	47	Shell
dreamlayers/synaesthesia	36	379	C
dmatveev/libinotify-kqueue	36	516	C
BIC-MNI/minc	36	28969	C
Floobits/diffshipper	35	1787	Lua
filiphanes/fts-elastic	35	368	C
emk/eshell	35	494	Emacs Lisp
dbadapt/mutrace	35	220	C
cmusatyalab/vmnetx	35	1369	Python
awsteiner/o2scl	35	75196	C++
Apress/Why-Learn-C	35	339	C
abrt/libreport	35	18320	C
hroptatyr/clob	34	339	C
GNOME/metacity	34	23656	C
duality-solutions/Dynamic-GPU-Miner-Nvidia	34	2185	C
ahkok/bootchart	33	232	C
facchinm/avrdude	32	6397	HTML
eiichiroi/autotools-unittest	32	622	C++
htrb/ngraph-gtk	31	21798	C
esrille/esidl	31	3878	C++
Enough-Software/pcap-http-analyzer	31	4219	C++
dreibh/sctplib	31	6933	C
chiphackers/covered	31	45534	C
benwbooth/tvision	31	1767	C++
ademakov/Oroch	31	384	C++
gobolinux/GoboHide	30	37	C
dtbartle/cgminer-gc3355	30	3252	C
cydhaselton/mono-android	30	119835	C#
brynet/file	30	1130	C
BIMSBbioinfo/swineherd	30	274	TeX
AlmuHS/GNUMach_SMP	30	13437	C
agn453/ZXCC	30	1500	Shell
golosio/NeuronGPU	29	2551	Python
dns-stats/hedgehog	29	6186	R
davidt/Fyre	29	2212	C
daveshields/jikes	29	2137	C++
darrenjs/log2mem	29	113	Makefile
damien-lemoal/zonefs-tools	29	283	Shell
cpu-pool/cpuminer-opt-cpupower	29	2016	C
cisco/opus	29	8160	C
badoo/libpssh	29	158	C
HewlettPackard/nagios-plugins-hpilo	28	877	Shell
goodspeed34/ws63flash	28	1834	C
fasseg/crumbs	28	210	Shell
corazawaf/libcoraza	28	362	Go
chenbd/libwfd	28	164	C
brunonymous/Powermanga	28	11599	C
GabrielDosReis/open-axiom	27	184390	PostScript
farsightsec/dnstable	27	1283	C
echiu64/gutenprint	27	73736	C
drycpp/libposix	27	806	C++
Distrotech/diffutils	27	4032	C
cybergarage/mupnp-cc	27	6203	C++
ChrisLidbury/CLSmith	27	1117	C++
chrisidefix/nurbs	27	928	C++
bspeice/libcvautomation	27	10336	C
enki/gvpe	26	1060	C
emuse/qmidiarp	26	2903	C++
christian-sahlmann/gwyddion	26	28456	C
cfsghost/mdsfs	26	41	C
bryteise/ister	26	872	Python
HomerReid/buff-em	25	5293	C++
ester-project/ester	25	576751	Fortran
envytools/valgrind	25	45967	C
embtom/kmscube	25	214	C
dyne/Freecoin	25	2575	C++
dleonard0/pktstat	25	178	C
dhvani-tts/dhvani-tts	25	2524	C
broadinstitute/VariantBam	25	42974	Makefile
blakecaldwell/fluidmem	25	240	C
bcoin-org/libtorsion	25	10034	C
ayumin/open-cobol	25	10308	C
hello31337/BI-SGX	24	1118	C++
fuxedo/fuxedo	24	755	C++
fredrikwidlund/libclo	24	121	C
dkosmari/Papaya-HUD	24	1630	C++
chuckleb/virt-what	24	260	Shell
gpg/scute	23	2082	Shell
GNOME/goffice	23	21792	C
DGCDev/digitalcoin	23	58004	C++
devicescape/aws_dynamo	23	420	C
d99kris/namp-lite	23	496	Shell
beniz/hmdp	23	1366	C++
igmhub/likely	22	2510	C++
FNCS/fncs	22	1399	C++
devzero2000/POPT	22	3122	C
clone/xml2	22	220	Shell
barak/vobcopy	22	347	C
hermansr/psid64	21	750	C++
dmtx/dmtx-wrappers	21	2932	C
dfrc-korea/carpe-sleuthkit	21	35209	C
davemichael/NaCl-Quake	21	38746	C
CryptoBridge/bridgecoin	21	27788	C++
backuppc/backuppc-xs	21	654	C
achernya/hesiod	21	306	C
iczelia/xpar	20	1022	C
IBMSpectrumComputing/lsf-drmaa	20	639	Shell
futurerestore/idevicerestore	20	1630	C
ekmett/jitplusplus	20	3064	C
eddelbuettel/dieharder	20	2603	C
dnstap/dnstap-ldns	20	49	C
c-rack/squid-ecap-gzip	20	330	C++
bubbapizza/GCAM	20	692	C
hpc/libdftw	19	452	Shell
gypified/libmpg123	19	1165	C
gentoo/sandbox	19	1983	C
fireae/nhocr	19	13139	C++
evilnet/x3	19	35542	C
dylex/xtmux	19	15037	C
bvanheu/libsigrok-ad	19	3785	C
borkmann/lksctp-tools	19	1704	C
bisco/uftrace	19	455	C
ARPA-SIMC/dballe	19	18548	C++
alsa-project/alsa-firmware	19	11665	C
Evolix/uvrrpd	18	90	C
drothlis/gstreamer	18	25995	C
chaos/cerebro	18	3682	C
chaoran/fibril	18	277	C
boundarydevices/devregs	18	117	C++
besm6/m20	18	24693	C
afrab/WSim	18	19785	C
acerion/cwdaemon	18	3481	C
geomview/geomview	17	9013	C
fredrikwidlund/cfarmhash	17	148	C
EarthScope/evalresp	17	13345	C
Distrotech/flux	17	493	Shell
desrt/systemd-shim	17	85	C
dcos/dcos-mesos-modules	17	947	C++
cryptode/cryptode	17	514	C
cosmicrays/DRAGON	17	672	C++
bromanbro/taggins	17	252	Shell
baoxuezhao/GPU-SExtractor	17	42644	C
awaw/dnsproxy	17	45	C
gmarcais/NoShell	16	345	C++
demorest/psrfits_utils	16	307	C
ClusterLabs/cluster-glue	16	3136	C
cea-hpc/selFIe	16	188	C
cea-hpc/bridge	16	3017	C
ashwinraghav/Cqual	16	1148	C
ARPA-SIMC/arkimet	16	19460	C++
hpc/supermagic	15	446	C
hfst/hfst-ospell	15	2132	C++
FreeMCU/freemcu	15	23195	C
FlexW/tiger-compiler	15	6139	C
flame/tblis-strassen	15	3664	C
fedoracoin-dev/fedoracoin	15	51375	C++
Distrotech/ethtool	15	845	C
darkbitsorg/guichan	15	6488	C++
danielver02/NHDS	15	432	Fortran
charlescui/CBenchmark	15	1776	Shell
bsc-performance-tools/paraver-kernel	15	6520	C++
bbc/bbcat-fileio	15	179	C++
archiecobbs/logwarn	15	164	C
arbruijn/d2x-xl	15	36644	C++
anyone-protocol/ator-protocol	15	119514	C
hyperrealm/cbase	14	3643	Shell
gpg/libassuan	14	2221	Shell
energicryptocurrency/gen2-energihash	14	1346	C++
artyom-poptsov/metabash	14	120	Scheme
hpc/Parallel-coreutils	13	8332	C
fblomqvi/librs	13	94	C
Elzair/nazghul	13	26196	Scheme
cybergarage/uecho	13	3388	C
containers/oci-umount	13	202	C
CNGLDLab/LORG-Release	13	6857	C++
bbc/vc2hqdecode	13	813	C++
bbc/bbcat-dsp	13	400	C++
astromatic/skymaker	13	1109	C
andriymoroz/IES	13	4534	C
alekstorm/tala	13	8538	C
adsr/flow-tools	13	2032	C
acoin-project/acoin	13	3760	TypeScript
hroptatyr/echse	12	1985	C
hharte/tn5250	12	1117	C
hadfl/lxadm	12	5296	Perl
gphoto/libgphoto2-python	12	168	M4
glipari/rtscan	12	6767	C++
GENI-NSF/geni-tools	12	5325	Python
emscripten-ports/libpng	12	12468	C
eklitzke/spv	12	610	C++
dpc/xmppconsole	12	144	C
Distrotech/gzip	12	1921	C
cdevelop/libquickmail	12	516	Roff
bk138/wxservdisc	12	228	C
BitzenyCoreDevelopers/cpuminer	12	427	C
bdonlan/libofx	12	1980	Shell
baxter104/fatx	12	482	C++
alexlarsson/Glick2	12	299	C
5GenCrypto/mife	12	892	C
FredericJacobs/obfsproxy-c	11	236	C
fbx/foils_hid	11	45	C
Distrotech/tar	11	6560	C
dangerousben/jsonval	11	14	C
cybergarage/uhttp-cc	11	2695	C++
couchbaselabs/breakpad	11	10704	C++
carboncointrust/CarboncoinCore	11	12320	C++
BirolLab/ChopStitch	11	357	C++
bigmc/bigmc	11	3735	Graphviz (DOT)
ampledata/ldsped	11	230	C
genebean/uptimed	10	2403	Shell
GenABEL-Project/ProbABEL	10	10693	C++
endlessm/eos-knowledge-lib	10	52404	JavaScript
ecerulm/autotools-template	10	284	Shell
Distrotech/libsecret	10	1599	C
DavidGriffith/hf	10	962	C
cooljeanius/libUnixToOSX	10	7411	C
commandus/proto-sql	10	123	Shell
codecryptanalysis/mccl	10	7043	C++
CAIDA/libparsebgp	10	1687	C
bpeel/prevodb	10	287	C
Bader-Research/snap-graph	10	1419	C
audionuma/libtruepeak	10	444	Shell
AmkG/hl	10	1528	C++
alaskacommunications/akcom-udpecho	10	1421	C
6WIND/quagga	10	11699	C
5nord/bison-example	10	9	C
hermet/enventor	9	5520	C
HansWessels/gup	9	10260	C++
habanero-rice/habanero-upc	9	6368	C
freeipa/bind-dyndb-ldap	9	1211	C
djandruczyk/eXtace	9	782	C
Distrotech/pulseaudio	9	22345	C
Distrotech/esound	9	1037	C
cosimoc/gnome-example-search-provider	9	116	C
bgpsecurity/rpstir	9	65433	C
barak/djview4	9	5300	C++
asciinema/libtsm	9	213	C
antonblanchard/kexec-lite	9	63	C
Alpacius/a6	9	142	C
frank-zago/xgalaga-sdl	8	784	C
fourmond/dvdcopy	8	246	C++
filosganga/libwurfl	8	11580	Shell
edrosten/tag	8	870	Shell
ederc/gb	8	1959	C
DrMcCoy/NWNTools	8	1268	C++
coin-or-tools/ThirdParty-ASL	8	5234	Shell
BrianGladman/mpfr	8	142636	C
b4n/ctpl	8	558	C
ARVE-Research/LPJ-LMfire	8	2196	Fortran
arjunchitturi/htmlstreamparser	8	508	Shell
antonblanchard/qtrace-tools	8	450	C
andygrundman/libmediascan	8	355847	C
AltSysrq/libbsd-minimal	8	584	C
albertok/web-polygraph	8	84587	HTML
iem-projects/ncview	7	2586	C
hkerem/squid3-ssl	7	5516	C++
hafslund/cc2531-sniffer	7	145	C
grant-h/usbutils-portable	7	1358	C
gmarcais/Quorum	7	2462	C++
fredrikwidlund/libdynamic_benchmark	7	80	C
FauxFaux/fastjar	7	1404	C
eeight/tdheap	7	24756	C
dsigma/dfu-util	7	399	C
Distrotech/libart	7	708	C
Distrotech/findutils	7	14740	C
deskull-m/bakabakaband	7	136301	C++
Dale-M/mcron	7	525	Scheme
cschwan/hep-ga	7	501	C++
common-tools-interface/cti	7	20872	C++
ColumPaget/gngeo-cjp	7	1399	Assembly
claesenm/approxsvm	7	732	Shell
ChrisVine/guile-a-sync	7	1334	Scheme
chabbimilind/cctlib	7	25128	C++
bytedeco/helloworld	7	468	C
b/ION	7	2554	C
binhqnguyen/ovs-srv6	7	8344	Shell
benegon/ntp	7	4208	C
ajnelson/regxml_extractor	7	1310	Python
ajnelson/photorec-testdisk	7	4220	C
abihf/kamus	7	1337	Vala
huceke/xine-lib-vaapi	6	8185	C
hroptatyr/truffle	6	1060	C
hillstoneUnited/hillstoneUnited	6	2984	C++
hezi/dosbox-x-gdb	6	325366	C
Harvard-PRINCESS/sablevm	6	1027	C
gvz/avrdude	6	4134	HTML
GridOPTICS/FNCS	6	17698	C++
gooroom/gtk3	6	50064	C
gitGNU/gnu_ld	6	3816	Assembly
FundacionPesetacoin/PesetacoinCore	6	4842	C++
frugalware/pacman-g2	6	9099	C
frobnitzem/libdag	6	394	Shell
fhcrc/mcl	6	3030	C
EmeraldMiningCo/Ebits	6	70622	C++
Elive/engage	6	167	C
ederlf/horse	6	6729	C
ederc/gbla	6	936	C
Distrotech/psmisc	6	2776	C
crdroidandroid/android_hardware_qcom_display	6	20393	C++
CoryXie/GRUB2	6	14256	C
CESNET/libfastbit	6	7829	C++
BUILDS-/Derpnet	6	776	Shell
briansorahan/libchuck	6	19020	C++
bitzeppelin/linphone-sdk	6	23834	C
bambulab/gmp	6	6456	C
autch/demucc	6	29	C
andestech/nds-openocd	6	23502	C
ahlstromcj/midicvt	6	15195	AGS Script
adjacentlink/emane-jammer-simple	6	33	Python
aalex/oscsend	6	202	Shell
01micko/pup-volume-monitor	6	161	C
huttmf/complexlib	5	571	C++
hb/claws_mail_opensync_plugin	5	228	C
haozhangphd/QuantLib-noBoost-SWIG	5	177	Python
h0tw1r3/libuuid-mingw	5	296	Shell
GrumpyOldTroll/libmcrx	5	288	C
GREO/gnuradio-git	5	25028	C
graemes/poolparty-x16r	5	67649	C
gpac-buildbot/avcap	5	582	C++
gnosis/libunistring	5	739	Perl
glebius/minidlna	5	1479	C
GalliumOS/lxdm	5	1041	Shell
frida/xz	5	2596	C
feeblefakie/luxio	5	1164	C++
farsightsec/axa	5	1382	C
FabricAttachedMemory/libfam-atomic	5	256	C
experiencecoin/experiencecoin_legacy	5	322325	C++
emanueleaina/desktop-notifications-browser-extension	5	188	C
dwest/grip	5	1040	C
Distrotech/libwnck	5	3347	C
Distrotech/libtool	5	9110	Shell
Distrotech/libgweather	5	35432	Shell
crystalsnetworkdev/pq-crystals	5	10731	C
cooljeanius/magicseteditor	5	76288	C++
cooljeanius/gawk	5	3785	C
chosen1/SniffDet	5	1140	C
CESARBR/knot-service-source	5	1062	Perl
awgn/brute	5	203	C
ASPLes/libaxl	5	5794	C
archiecobbs/libnbcompat	5	458	C
aportelli/LatAnalyze	5	7428	C++
abc100m/libzdbcpp	5	20120	C
hyperair/fptree	4	3067	C++
herczy/tinu	4	823	C
gszura/wx-nfp	4	5596	C++
giltirn/HPCortex	4	7215	C++
GaloisInc/gghlite-flint	4	878	C
formorer/pkg-keepalived	4	1747	C
Firstyear/ds_rust	4	11282	Rust
ffromani/vmon	4	98	C
Expensify/mk_livestatus	4	537	C++
endocode/connman	4	6081	C
ElvishArtisan/lwcore	4	176	C++
elima/gjs-commonjs	4	120	C
demorest/mark5access	4	663	C
Dansguardian/dansguardian	4	698	C++
cstrope/indel-seq-gen	4	65222	OpenEdge ABL
cprados/towitoko-linux	4	3780	C
cpichard/fission	4	727	C++
cooljeanius/mdnsd	4	771	C
compiz-reloaded/compiz-bcop	4	100	XSLT
CoachRun/boinc	4	46637	PHP
CLowcay/wayland-terminal	4	876	C
cjcole/libgolle	4	1584	C
cisco/libamvp	4	12607	C
brimworks/zile	4	3424	Lua
blueness/fts-standalone	4	27	C
bergundy/IOQueue	4	108	C
BatchDrake/lfsrintruder	4	40	C
assaferan/omf5	4	3656	C
asnelt/rrep	4	2320	C
a-sassmannshausen/guile-monads	4	24	Scheme
anchor/filtergen	4	1118	C
alk/malloc-trace-replay	4	124	C++
AegisEmu/AegisEmu	4	5128	C++
abhaykadam/vm	4	1176	C
HDFGroup/vol-log-based	3	3757	C++
gvvaughan/slingshot	3	533	Shell
gordonjcp/nekostring	3	126	C
godsflaw/xor_toolkit	3	7874	Shell
