# automake-rs battle-test corpus: 1000 most-popular small (<=20MB) GitHub projects that use automake.
# Ranked by GitHub stars. Columns: repo<TAB>stars<TAB>sizeKB<TAB>primaryLanguage
# Gathered 2026-06-24 via GitHub code search + GraphQL star/size ranking.
samm-git/btest-opensource	168	114	C
fomy/destor	168	3816	C
mpruett/audiofile	167	2407	C++
davidsiaw/luacppinterface	165	11930	C++
westerndigitalcorporation/libzbc	164	3861	C
calaos/calaos_base	161	15019	C++
timschmidt/repsnapper	159	12977	C++
ahorn/cpp-channel	159	1274	C++
spanezz/nodm	156	298	C
qnikst/kbdd	154	383	C
nextepc/nextepc	154	4844	C
circulosmeos/gztool	154	1764	C
4ZM/mfterm	154	173	C
libguestfs/hivex	151	1300	C
clsync/clsync	151	2855	C
freebsd/atf	147	13174	C
RTimothyEdwards/XCircuit	143	3616	C
martin-pe/maitreya8	143	18284	C
soarpenguin/iftop	141	760	Shell
hamidreza-s/NanoChat	141	2630	C
bloq/cpptrade	139	376	C++
myon98/98fmplayer	138	1030	C
dseagrav/ld	138	459	C
ileben/ShivaVG	136	592	C
mariusgreuel/avrdude	133	6809	HTML
siemens/efibootguard	132	711	C
HeapStats/heapstats	132	2008	C++
fredrikwidlund/libreactorng	132	198	C
grrrr/flext	131	2981	C++
bonzini/smalltalk	130	11524	Smalltalk
puxxustc/muon	129	284	C
Buzztrax/buzztrax	129	19866	C
marcomaggi/cre2	128	310	M4
rdfhdt/hdt-cpp	126	5598	C++
tpm2-software/tpm2-openssl	125	412	C
sni/mod_gearman	125	5671	C
pauloborges/bluez	125	17914	C
eldondev/Snort	125	11661	C
pixos/poptrie	123	5410	C
machn1k/Scalpel-2.0	122	1414	C
afedchin/xbmc-addon-iptvsimple	122	2825	C
Joungkyun/libchardet	121	1327	C++
ClusterLabs/fence-agents	121	14098	Python
jeroennijhof/pam_script	120	137	C
rockdaboot/mget	119	3352	C
mitlm/mitlm	119	1141	C++
rescrv/Replicant	118	931	C++
nu774/mp4fpsmod	117	883	C++
zeromq/majordomo	116	19907	C
shanecelis/emacsy	116	3865	Scheme
fontforge/libspiro	112	1026	C
dun/conman	112	1988	C
dreamcat4/php-fpm	112	1028	Shell
wong-fi-hung/termux-miner	111	17291	C
troglobit/sysklogd	111	1415	C
rjhogan/Adept	111	763	C++
mlj/castget	111	446	C
wareck/cgminer-gekko	110	5119	C
mathslinux/lwqq	110	2257	C
troglobit/uredir	109	97	C
katie-snow/Ultimarc-linux	108	895	C
seehuhn/moon-buggy	107	480	C
ibancg/lingot	107	2546	C
thiekus/fsvwin	106	399	C
dyninc/OpenBFDD	105	459	C++
libbitcoin/libbitcoin-blockchain	104	3820	Shell
claesenm/EnsembleSVM	104	1844	C++
TheTorProject/stegotorus	103	7225	C++
aluntzer/gtknodes	103	6871	C
squidfunk/protobluff	100	1275	C
scwatts/fastspar	100	699	C++
nand2/libvmod-throttle	100	283	C
slowkoni/rfmix	99	141	C++
netoptimizer/IPTV-Analyzer	99	430	Perl
mikebrady/alac	99	97	C++
linux-rdma/opensm	99	5585	C
kismetwireless/lorcon	99	1075	C
fredrikwidlund/libdynamic	99	317	C
smithlabcode/preseq	96	13511	C++
Maxime2/dataparksearch	95	6519	C
m-pays/m-cpuminer-v2	94	353	C
warmchang/procps	93	14789	C
djn3m0/debit	93	1068	C
md-raid-utilities/ledmon	91	935	C
libsndfile/sndfile-tools	91	782	C
ladar/sedutil	91	2639	C++
lanl/MPI-Bash	90	172	C
CumulusNetworks/ptm	90	696	C
adobe-research/libkafka	90	952	C++
pagekite/libpagekite	89	6618	C
alefore/edge	88	11484	C++
viega/hatrack	87	1388	C
pytries/hat-trie	87	616	C
agronick/Relay	87	731	Vala
lcp/mokutil	86	381	C
virtacoin/VirtaCoinProject	85	5087	TypeScript
farsightsec/mtbl	85	987	C
SSHGuard/sshguard	84	2807	C
ShabbyX/vktut	84	277	C
xiph/libao	83	554	C
itoral/gl-terrain-demo	83	9512	C++
debrouxl/tilibs	83	11565	C++
hholzgra/connector-c-examples	82	534	C
Cacti/spine	82	1810	C
Tlf/tlf	81	7224	C
nwdigitalradio/paclink-unix	81	730	C
HSU-ANT/gstpeaq	81	519	C
GNOME/easytag	81	18533	C
strozfriedberg/ntfs-linker	80	7346	C++
mkrufky/libdvbtee	80	2145	C++
drmingdrmer/lrc-erasure-code	80	1112	C
rumpkernel/fs-utils	79	1143	C
irstlm-team/irstlm	79	3640	C++
Sandia-OpenSHMEM/SOS	78	5571	C
BirolLab/ntCard	78	1301	C++
UweOhse/lrzsz	77	1696	C
phuang/ibus-pinyin	77	6104	C
iczelia/qbdiff	77	150	C
hfiguiere/libopenraw	77	4112	Rust
agordon/datamash	77	1875	C
Acovea/libacovea	77	412	C++
tihmstar/libfragmentzip	75	324	C
RobSmithDev/DiskFlashback	75	1643	C
EasyRPG/Tools	75	867	C++
artyom-poptsov/guile-ssh	75	2736	C
adulau/dcfldd	75	202	C
lh3/fermi	74	2042	C
premgopalan/svinet	73	2783	C++
zhentao-huang/Node4Android	72	11656	C
catern/supervise	72	137	Python
hgst/libnvme	71	247	C
rrthomas/mmv	70	184	Shell
nsd20463/pwsafe	69	704	C++
andrewshadura/tnat64	69	207	C
xianjimli/ftk	68	14481	C
troglobit/mdnsd	68	494	C
simenheg/zatackax	68	9079	C
risujin/cellwriter	68	401	C
flightaware/tclreadline	68	1047	Shell
linbox-team/fflas-ffpack	67	17285	C++
ijp/guildhall	67	1221	Scheme
stefantalpalaru/golib	66	66	Shell
chimari/MaCoPiX	66	6490	C
chaoskagami/corbenik	66	1096	C
ulrichard/ftgl	65	6378	C++
mortehu/text-classifier	65	8833	C++
jgaeddert/liquid-fpm	65	709	C
gmsoft-tuxicoman/pom-ng	65	3976	C
stickz/rtorrent	64	15469	C++
njh/redstore	64	1078	C
golems/ach	64	2355	C
cslarsen/mickey-scheme	64	1207	C++
bbidulock/adwm	64	9744	C
skogsbaer/hscurses	63	330	Haskell
res0nat0r/tsunami-udp	63	834	C
eriknyquist/librxvm	63	1653	C
barak/oaklisp	63	8731	C
samsk/log-malloc2	62	544	Shell
libexif/exif	62	667	C
idiap/juicer	62	633	C++
ayyi/samplecat	62	3883	C
shoobyban/open-rp	61	2656	C
openwfm/convert_geotiff	61	197	Shell
MonitoringPlug/monitoringplug	61	1711	C
gnome-globalmenu/gnome-globalmenu	61	11020	Vala
ttsou/openbts-p2.8	60	6903	C++
wedesoft/aiscm	59	17079	Scheme
voyageur/openglide	59	1519	C++
posulliv/libcassandra	59	2474	C++
mestery/ovs-vxlan	59	14537	C
jonasob/jwhois	59	1342	C
jjk-jacky/journal-triggerd	58	41	C
dajobe/flickcurl	58	4993	C
cmand/yarrp	58	143	C++
tbricks/tbstack	57	88	C
kneodev/ksmppd	57	252	C
dmtx/dmtx-utils	57	2830	C
bianster/mysqlfs	57	335	C
OpenNuvoton/OpenOCD-Nuvoton	56	13721	C
linux-wpan/wpan-tools	56	185	C
libimobiledevice/sbmanager	56	381	C
fumiyas/wcwidth-cjk	56	32	C
sigrokproject/sigrok-firmware-fx2lafw	55	329	C
jmmv/shtk	55	305	Shell
gridseed/usb-miner	55	7775	C
cybergarage/usql	55	4548	C++
bestouff/genext2fs	55	607	C
qmarcou/IGoR	54	10449	C
pipeseroni/pipes.c	54	260	C
openca/libpki	54	4800	C
mstorsjo/vo-aacenc	54	918	C
grondo/edac-utils	54	420	Shell
clear-code/cutter	54	16322	C
periscop/cloog	53	2267	C
GenericMappingTools/gmtmex	53	3662	MATLAB
v-zhuravlev/libzbxmodbus	52	514	C
SourceryTools/nvptx-tools	52	2090	C
rgxg/rgxg	52	91	C
matthewnourse/r17	52	8487	C++
kroki/Cuckoo-hash	52	885	C
ahupowerdns/metronome	52	2167	C++
hb9xar/siproxd	51	1308	C
tihmstar/noncestatistics	50	37	C
nh13/pbgzip	50	166	Assembly
kimchi-project/gingerbase	50	18324	Python
joshrotenberg/zmqpbexample	50	1683	Shell
skk-dev/skktools	49	937	Shell
libbitcoin/libbitcoin-consensus	49	4926	C++
heltilda/cicada	49	5760	C
chaos/powerman	49	3757	C
jw0k/gwatch	48	5321	C
jhunt/pgrouter	48	181	C
gradetwo/fetion	48	365	C
GNOME/alacarte	48	1511	Python
twitter/libwatchman	47	141	C
tux-mind/libbthread	47	50	C
shadowsocks1/shadowsocks-libev	47	2353	C
jbboehr/handlebars.c	47	3339	C
gcp/sjeng	47	629	C
EvolBioInf/andi	47	7659	C
void-linux/musl-fts	46	112	C
tomolt/GitBlocks	46	443	C++
rhdunn/cainteoir-engine	46	8848	C++
realpine/alpine	46	10159	C
mooncoincore/wallet	46	17638	C++
NPS-DEEP/hashdb	45	7323	C++
grub4android/grub	45	17270	C
mjansche/openfst	44	5294	C++
jav/systemtap	44	13407	C
uturuncoglu/RegESM	43	14886	Fortran
shlevy/long-shebang	43	7	C
detomon/BlipKit	43	1329	C
astromatic/psfex	43	6111	C
rhdunn/klatt	42	107	C
madisongh/blissc	42	1399	C
loretoparisi/kakasi	42	1308	C
jawatson/pythonprop	42	2969	Python
essej/freqtweak	42	640	C++
raspberrypi/weston	41	4767	C
otrv4/libotr-ng	41	6551	C
gkobeaga/op-solver	41	274	C
manupap1/libzoneminder-plugin-openalpr	40	10028	C++
elmar/ldap-git-backup	40	129	Perl
e2tools/e2tools	40	424	C
x42/silan	39	77	C
x42/libtimecode	39	200	C
gerstner-hub/xwmfs	39	764	C++
dataandsignal/libmusic	39	53	C
coin-or-tools/ThirdParty-HSL	39	3240	Shell
CERN-CERT/pam_2fa	39	357	C
atinm/poker-eval	39	9652	C
Yeraze/ytnef	38	623	Shell
xwiimote/xf86-input-xwiimote	38	334	C
troglobit/jush	38	176	C
thebino/libgphoto2android	38	6105	C
safecrypto/libsafecrypto	38	11680	C
Z572/gwwm	37	1769	Scheme
signalwire/libstirshaken	37	993	C
robclark/libgbm	37	118	C
ParrotSec/nmap	37	18578	Lua
kayaklee/libhalog	37	58	C++
archiecobbs/mtree-port	37	104	C
rdoeffinger/iec16022	36	153	C
microcai/ibus-t9	36	240	C
Kinetic/kinetic-protocol	36	401	M4
kakaroto/RCOMage	36	451	C
dreamlayers/synaesthesia	36	379	C
saivert/ddb_misc_headerbar_GTK3	35	380	C
Qucs/qucsator	35	9071	C++
koppi/alsa-midi-latency-test	35	589	C
Floobits/diffshipper	35	1787	Lua
cmusatyalab/vmnetx	35	1369	Python
rphillips/resque-c	34	295	C
omniti-labs/portableumem	34	1002	C
lpefferkorn/ipdecap	34	878	C
hroptatyr/clob	34	339	C
zcoder/mocp	33	2017	C
wmcbrine/tivodecode-ng	33	993	C++
ustramooner/pxtools	33	324	C
uim/sigscheme	33	3875	Scheme
ThomasHabets/ax25ms	33	189	C++
tammet/gkc	33	3191	C
sylefeb/LibSL	33	16135	C
SocialSend/SocialSend	33	19173	C++
nysol/mcmd	33	6870	C
mbroemme/mpq-tools	33	173	C
maekitalo/tntdb	33	2557	C++
linas/glextrusion	33	1643	C
libhostile/libhostile	33	93	C
rbrito/xpdf-poppler	32	520	C++
npmccallum/deo	32	505	C
missinglinkelectronics/libuio	32	159	C
facchinm/avrdude	32	6397	HTML
eiichiroi/autotools-unittest	32	622	C++
Enough-Software/pcap-http-analyzer	31	4219	C++
benwbooth/tvision	31	1767	C++
ademakov/Oroch	31	384	C++
SoyPay/dacrs	30	13878	C++
PCemOnMac/PCemV14MacOSX	30	10131	C
packet-transactions/domino-compiler	30	10627	C++
openeventmachine/em-odp	30	17566	C
malept/oath-toolkit	30	2212	C
kfoltman/calfbox	30	2041	C
brynet/file	30	1130	C
AlmuHS/GNUMach_SMP	30	13437	C
agn453/ZXCC	30	1500	Shell
wolfSSL/wolfEngine	29	1695	C
TENTOfficial/TENT	29	17186	C++
rhymeswithmogul/aprs-weather-submit	29	400	C
privcycoin/privcy	29	19461	C
neutrinolabs/librfxcodec	29	242	C
n2ygk/aprsdigi	29	442	C
luetzel/bluez	29	3137	C
log69/aaphoto	29	166	C
libattachsql/libattachsql	29	857	C++
hillbig/tx-trie	29	148	C++
golosio/NeuronGPU	29	2551	Python
gmarcais/compact_vector	29	443	C++
dns-stats/hedgehog	29	6186	R
darrenjs/log2mem	29	113	Makefile
cpu-pool/cpuminer-opt-cpupower	29	2016	C
cisco/opus	29	8160	C
Samsung/veles.sound_feature_extraction	28	5177	C++
robclark/libdce	28	6856	C
PopchainOrg/PopChain-Original	28	7692	C++
miconda/rtpproxy	28	725	Shell
latchset/luksmeta	28	90	C
ksterker/adonthell	28	4388	C++
jgehring/rsvndump	28	1484	C
jfmrod/MAPseq	28	3953	C
fpaquet/gtksheet	28	7111	C
fasseg/crumbs	28	210	Shell
ctubio/ckpool	28	3664	C
chenbd/libwfd	28	164	C
zeromq/zebra	27	1013	C++
mkschreder/libdriver	27	10318	C
farsightsec/dnstable	27	1283	C
cybergarage/mupnp-cc	27	6203	C++
bspeice/libcvautomation	27	10336	C
ViennaRNA/RNAcode	26	2127	C
sile-typesetter/libtexpdf	26	2697	C
Radmind/radmind	26	1501	C
radarsat1/LoopDub	26	920	C++
openucx/xccl	26	772	C
NotKit/xf86-video-hwcomposer	26	159	C
multipath-tcp/netperf	26	1976	C
mborik/GPMD85Emulator	26	856	C++
irrequietus/clause	26	924	C++
GameSurge/srvx	26	1537	C
dwolter/SparQ	26	3709	NewLisp
cfsghost/mdsfs	26	41	C
sahlberg/dbench	25	3391	C
recp/json	25	264	C
phorward/libphorward	25	9886	C
mmlabs-mindmaze/rtfilter	25	473	C
mit-nlp/mitlm	25	1212	C++
MiniblockchainProject/Cryptonite	25	6565	C++
libantioch/antioch	25	7383	C++
dyne/Freecoin	25	2575	C++
dleonard0/pktstat	25	178	C
blakecaldwell/fluidmem	25	240	C
bcoin-org/libtorsion	25	10034	C
ayumin/open-cobol	25	10308	C
ZMQers/zmosq	24	100	C
xwiimote/xwiimote-bindings	24	124	Shell
spcl/muliticast-based-allgather	24	3480	C
sifive/verilator	24	18478	C++
nitram2342/gr-dcf77-transmitter	24	804	Shell
matthiaskramm/mrscake	24	2470	C++
kendryte/openocd-kendryte	24	2775	C
indexdata/idzebra	24	6664	C
holger24/AFD	24	12731	C
zhuli/togo	23	1797	C
ukui/ukwm	23	7265	C
tyrael9/valgrind-ios	23	11608	C
strongswan/davici	23	79	C
rra/remctl	23	9103	C
QuantisDev/QuantisNet-Core	23	11478	C++
phabrics/nme	23	4004	C
meritlabs/merit-miner	23	1719	Assembly
MarkusIppy/raspexi-viewer-linux	23	978	C
liblogdb/liblogdb	23	818	C
ilixi/ilixi	23	9715	C++
gpg/scute	23	2082	Shell
falling-sky/mod_ip	23	90	C
devicescape/aws_dynamo	23	420	C
BRiAl/BRiAl	23	5933	C++
tiwai/hda-emu	22	3486	C
PSPDFKit-labs/libdispatch	22	1584	C
nkolban/jerryscript-esp32	22	3549	C
igmhub/likely	22	2510	C++
FNCS/fncs	22	1399	C++
FabriceColin/pinot	22	1990	C++
edgenet/drops	22	1148	Shell
bsc-pm/nanos6	22	18976	C++
Max-Coin/cpuminer	21	544	C
markokr/libacm	21	115	C
linear-rpc/linear-cpp	21	4821	C++
Keruspe/facron	21	316	C
hermansr/psid64	21	750	C++
darnir/wget	21	14245	C
abejfehr/URLDecode	21	5	C
xmppo/xmppconsole	20	183	C
smithlabcode/abismal	20	1513	C++
slewsys/ed	20	6004	C
marioskogias/blkin	20	2018	C
jonls/libdisarm	20	144	C
iczelia/xpar	20	1022	C
gasman/libayemu	20	220	C
futurerestore/idevicerestore	20	1630	C
eddelbuettel/dieharder	20	2603	C
yifanlu/libMTP	19	2416	C
solus-project/budgie-desktop-examples	19	37	C
nanopack/narc	19	157	C
lxde/menu-cache	19	658	C
lem-project/async-process	19	565	Common Lisp
jrfastab/lldpad	19	1553	C
hpc/libdftw	19	452	Shell
gentoo/sandbox	19	1983	C
fireae/nhocr	19	13139	C++
bvanheu/libsigrok-ad	19	3785	C
bisco/uftrace	19	455	C
yahoojapan/chmpx	18	2164	C++
ueno/ibus-kkc	18	156	Vala
solbu/hldig	18	14715	C++
Singular/LELA	18	5947	C++
restpose/restpose	18	2178	C++
nandhp/multiload-nandhp	18	214	C
erwango/openocd-stm32	18	12606	C
codebrainz/motiondetector	18	110	C
chaoran/fibril	18	277	C
bastosmichael/cppcms	18	222	C++
afrab/WSim	18	19785	C
wolfSSL/wolfKeyMgr	17	2585	C
thess/mfstools	17	513	C
Tarnyko/weston-ivi-shell	17	5734	C
shakurocom/janus-plugin-rtmp	17	25	C
rscada/libmodbus	17	561	Shell
Obi-Wan/dwt	17	72	C++
mkuoppal/intel-gpu-tools	17	18181	C
mklarqvist/djinn	17	1935	C++
linear-rpc/libtv	17	186	C
libyal/libwtcdb	17	1460	C
geomview/geomview	17	9013	C
elicoin/elicoin	17	6499	C++
bromanbro/taggins	17	252	Shell
strozfriedberg/llama	16	9195	C++
Stanford/webauth	16	7850	C
NecrotekX/thtkx	16	1799	C
michael-dev/mvrpd	16	129	C
linux-usb-gadgets/ptp-gadget	16	114	C
kaoshijuan/aiml	16	1075	C++
ip2location/ip2proxy-c	16	8668	C
giellalt/lang-crk	16	15352	Text
cea-hpc/selFIe	16	188	C
AdultChain/AdultChain	16	5182	C++
zingmars/gst-pylonsrc	15	42	C
whot/mtview	15	77	M4
wanleung/libcangjie	15	3824	C++
simetnicbr/simetbox-openwrt-config	15	107	Shell
Samsung/gcutil	15	16048	C
passagemath/upstream-lrslib	15	15596	C
niftylight/niftyled	15	669	C
liyanrui/cikada	15	3730	C
lausser/check_sap_health	15	533	Perl
jwilkins/nmap	15	18391	C
ikwzm/xf86-video-armsoc-xilinx	15	365	C
hpc/supermagic	15	446	C
hfst/hfst-ospell	15	2132	C++
darkbitsorg/guichan	15	6488	C++
archiecobbs/logwarn	15	164	C
apmasell/avr-vala	15	304	Vala
zapping-vbi/zvbi	14	1873	C
ResistancePlatform/resistance-miner	14	659	C
phuang/ibus-hangul	14	235	C
Opendigitalradio/etisnoop	14	583	C++
MiniblockchainProject/CudaMiner	14	1473	C
jtniehof/syslog-notify	14	1078	C
travelping/capwap-mitm	13	172	C
TALP-UPC/saga	13	477	C
simplegeo/spatialindex	13	605	C++
Samsung/veles.simd	13	797	C++
q3k/ski	13	2684	C
open-mpi/ompi-java-test	13	283	Java
naver/arcus-c-client	13	2669	C++
mikma/ccid-android	13	1064	C
metratec/gst-editor	13	526	C
metno/weather_symbol	13	76	C++
maxxproff/avrdude-ch341	13	2192	C
llnl/LaunchMON	13	4165	C++
jeremyevans/ape_tag_libs	13	410	C
hoodmane/libffi-emscripten	13	8565	C
fblomqvi/librs	13	94	C
cybergarage/uecho	13	3388	C
clongeau/opensmtpd	13	2435	C
andriymoroz/IES	13	4534	C
alekstorm/tala	13	8538	C
vlab-cs-ucsb/LibStranger	12	229	C
vaeth/squash_dir	12	117	Shell
rlane/Oort-legacy	12	1939	Python
precimed/simu	12	5532	Shell
MarvellEmbeddedProcessors/musdk-marvell	12	6520	?
hharte/tn5250	12	1117	C
gphoto/libgphoto2-python	12	168	M4
glipari/rtscan	12	6767	C++
GENI-NSF/geni-tools	12	5325	Python
eklitzke/spv	12	610	C++
dpc/xmppconsole	12	144	C
daokoder/dao-modules	12	7095	C
bk138/wxservdisc	12	228	C
BitzenyCoreDevelopers/cpuminer	12	427	C
baxter104/fatx	12	482	C++
agnostic-apollo/bindfs	12	80	C
xflouris/libpll-2	11	6210	C
Thirtybird/YACMiner	11	4647	C
TheHoodedFoot/SpaceLCD	11	392	C
thayama/weston	11	8991	C
scryptachain/scrypta	11	6633	C++
rfoecking/libcanberra-vizaudio	11	366	C
pmodels/casper	11	1394	C
pkestene/xsmurf	11	2768	C
noqsi/LSE64	11	500	C
NETWAYS/check_interfaces	11	391	C
necropotame/readymedia	11	1258	C
naota/libpaper	11	437	Shell
Malvineous/libgamecommon	11	454	C++
lucabrunox/maja	11	280	Vala
FromHDDtoSSD/SorachanCoin-qt	11	9375	C++
FredericJacobs/obfsproxy-c	11	236	C
fbx/foils_hid	11	45	C
edward6/reiser4progs	11	14662	C
carboncointrust/CarboncoinCore	11	12320	C++
BirolLab/ChopStitch	11	357	C++
bigmc/bigmc	11	3735	Graphviz (DOT)
wurp/rabin-tool	10	300	Shell
VK3FNG/soundmodem	10	701	C
VincentWei/mg-samples	10	16111	C
ViennaRNA/RNAblueprint	10	3930	C++
ve7fet/fpac	10	8757	Shell
timxx/cnweather	10	1493	C
Suzhou-Tongyuan/syslab-deploy	10	1463	C
Special-graphic-formats/imagezero	10	22	C++
rezan/libvmod-jemalloc	10	24	M4
OpenVZ/libvzctl	10	3166	C
novaspirit/wolf-m7m-cpuminer-V2-RPi	10	409	C
kjdev/apache-mod-sass	10	4189	C
jonathanslenders/fluidsynth	10	996	C
indexdata/pazpar2	10	4151	C
ecerulm/autotools-template	10	284	Shell
ClassicBitcoins/classicbitcoin-initialbtcfork	10	6861	C++
CESNET/ndk-sw	10	7912	C
bpeel/prevodb	10	287	C
audionuma/libtruepeak	10	444	Shell
arduino/OpenOCD-build-script	10	3196	C
alaskacommunications/akcom-udpecho	10	1421	C
6WIND/quagga	10	11699	C
wedesoft/blc	9	1576	C
twosigma/iqueue	9	133	C
trondn/memcached-engines	9	283	C
syntheticpp/goptical	9	92	C++
steve-m/avrdude	9	1756	C
Shachar/fiberz	9	87	C++
scott-42/cc-tool	9	236	Shell
ranguba/chupatext	9	2080	C
R1tschY/libmdf4	9	675	C++
quipo/kafka-cpp	9	166	C++
pmandin/cleancode	9	548	C
pepa65/didiwiki	9	363	C
OpenIndiana/openindiana-backgrounds	9	3824	Shell
ngvozdiev/flowparser	9	1860	C++
meshlink/meshlink	9	5512	C
lunn/ethtool	9	1158	C
linuxmint/libappindicator	9	257	C
kisoft/cbmakefilegen	9	217	C++
kiall/vyatta-siproxd	9	132	Perl
jianglei12138/gutenprint	9	6509	C
jadedanemone/BBB-eQEP	9	1173	Shell
hermet/enventor	9	5520	C
gununu/xf86-video-sis-stable	9	1230	C
golems/reflex	9	634	C
glevand/petitboot--petitboot	9	2443	C
Distrotech/esound	9	1037	C
dankamongmen/libblossom	9	72	C
berdav/umdevaudio	9	719	C
